"id","word","pronunciation","meaning","audio_path","POS","Lv"
1,仕事,しごと,"일, 직업",,명사(名詞),5
2,財布,さいふ,지갑,,동사(動詞),5
3,右,みぎ,오른쪽,,명사(名詞),5
4,病院,びょういん,병원,,명사(名詞),5
5,午後,ごご,오후,,명사(名詞),5
6,話す,はなす,이야기하다,,동사(動詞),5
7,電話,でんわ,전화,,명사(名詞),5
8,手紙,てがみ,편지,,명사(名詞),5
9,学校,がっこう,학교,,명사(名詞),5
10,銀行,ぎんこう,은행,,명사(名詞),5
11,悪い,わるい,나쁘다,,형용사(形容詞),5
12,広い,ひろい,넓다,,형용사(形容詞),5
13,住む,すむ,살다,,동사(動詞),5
14,押す,おす,밀다,,동사(動詞),5
15,物,もの,물건,,명사(名詞),5
16,辞書,じしょ,사전,,명사(名詞),5
17,宿題,しゅくだい,숙제,,명사(名詞),5
18,答える,こたえる,대답하다,,동사(動詞),5
19,電気,でんき,전기,,명사(名詞),5
20,大人,おとな,어른,,명사(名詞),5
21,低い,ひくい,(높이가) 낮다,,형용사(形容詞),5
22,夏,なつ,여름,,명사(名詞),5
23,交番,こうばん,파출소,,명사(名詞),5
24,出口,でぐち,출구,,명사(名詞),5
25,明るい,明るい,밝다,,형용사(形容詞),5
26,ポケット,,주머니,,명사(名詞),5
27,年,とし,나이,,명사(名詞),5
28,去年,きょねん,작년,,명사(名詞),5
29,寝る,ねる,자다,,동사(動詞),5
30,手,て,손,,명사(名詞),5
31,塩,しお,소금,,명사(名詞),5
32,千,せん,천,,명사(名詞),5
33,外国,がいこく,외국,,명사(名詞),5
34,食べ物,たべもの,음식,,명사(名詞),5
35,兄,あに,형,,명사(名詞),5
36,降る,ふる,(비가)내리다,,동사(動詞),5
37,時計,とけい,시계,,명사(名詞),5
38,パソコン,,컴퓨터,,명사(名詞),5
39,川、河,かわ,강,,명사(名詞),5
40,一番,いちばん,"가장, 최상",,명사(名詞),5
41,一人,ひとり,한 명,,명사(名詞),5
42,番号,ばんごう,번호,,명사(名詞),5
43,今週,こんしゅう,이번주,,명사(名詞),5
44,降りる,おりる,내리다,,동사(動詞),5
45,洗う,あらう,"씻다, 닦다",,동사(動詞),5
46,音楽,おんがく,음악,,명사(名詞),5
47,一つ,ひとつ,한개,,명사(名詞),5
48,エレベーター,,엘리베이터,,명사(名詞),5
49,午前,ごぜん,오전,,명사(名詞),5
50,動物,どうぶつ,동물,,명사(名詞),5
51,靴,くつ,신발,,명사(名詞),5
52,高い,たかい,높다,,형용사(形容詞),5
53,教室,きょうしつ,교실,,명사(名詞),5
54,本,ほん,책,,명사(名詞),5
55,デパート,,백화점,,명사(名詞),5
56,生まれる,うまれる,태어나다,,동사(動詞),5
57,傘,かさ,우산,,명사(名詞),5
58,危ない,あぶない,위험하다,,형용사(形容詞),5
59,新聞,しんぶん,신문,,명사(名詞),5
60,西,にし,서,,명사(名詞),5
61,暑い,あつい,덥다,,형용사(形容詞),5
62,お茶,おちゃ,차,,명사(名詞),5
63,話,はなし,말(이야기),,명사(名詞),5
64,休み,やすみ,"쉬는날, 방학",,명사(名詞),5
65,大きい,おおきい,크다,,형용사(形容詞),5
66,遊ぶ,あそぶ,놀다,,동사(動詞),5
67,今月,こんげつ,이번달,,명사(名詞),5
68,机,つくえ,책상,,명사(名詞),5
69,入り口,いりぐち,입구,,명사(名詞),5
70,東西南北,とうざいなんぼく,동서남북,,명사(名詞),5
71,食べる,たべる,먹다,,동사(動詞),5
72,来る,くる,오다,,동사(動詞),5
73,ボタン,,버튼,,명사(名詞),5
74,静かな,しずかな,조용한,,형용동사(形容動詞),5
75,時間,じかん,시간,,명사(名詞),5
76,紙,かみ,종이,,명사(名詞),5
77,黒い,くろい,까맣다,,형용사(形容詞),5
78,友達,ともだち,친구,,명사(名詞),5
79,母,はは,엄마,,명사(名詞),5
80,赤い,あかい,빨갛다,,형용사(形容詞),5
81,万,まん,"1만",,수사(数詞),5
82,コーヒー,,커피,,명사(名詞),5
83,新しい,あたらしい,새롭다,,형용사(形容詞),5
84,かばん,,가방,,명사(名詞),5
85,海,うみ,바다,,명사(名詞),5
86,先生,せんせ,선생님,,명사(名詞),5
87,中学校,ちゅうがっこう,중학교,,명사(名詞),5
88,遅い,おそい,늦다,,형용사(形容詞),5
89,言う,いう,말하다,,명사(名詞),3
90,北,きた,북,,명사(名詞),5
91,春,はる,봄,,명사(名詞),5
92,寒い,さむい,춥다,,형용사(形容詞),5
93,速い,はやい,빠르다,,형용사(形容詞),5
94,山,やま,산,,명사(名詞),5
95,多い,おおい,많다,,형용사(形容詞),5
96,入る,はいる,들어가다,,동사(動詞),5
97,水,みず,물,,명사(名詞),5
98,パン,,빵,,명사(名詞),5
99,下がる,さがる,내려가다,,동사(動詞),5
100,来年,らいねん,내년,,명사(名詞),5
101,犬,いぬ,개,,명사(名詞),5
102,小さい,ちいさい,작다,,형용사(形容詞),5
103,ジャンパー,,점퍼,,명사(名詞),5
104,スカート,,치마,,명사(名詞),5
105,弟,おとうと,남동생,,명사(名詞),5
106,勉強,べんきょう,공부,,명사(名詞),5
107,学生,がくせい,학생,,명사(名詞),5
108,魚,さかな,물고기,,명사(名詞),5
109,お腹,おなか,배,,명사(名詞),5
110,分かる,わかる,이해하다 (알다),,동사(動詞),5
111,弱い,よわい,약하다,,형용사(形容詞),5
112,一時,いちじ,"1시",,명사(名詞),5
113,歩く,あるく,걷다,,동사(動詞),5
114,返す,かえす,돌려주다,,동사(動詞),5
115,豚,ぶた,돼지,,명사(名詞),5
116,楽しい,たのしい,즐겁다,,형용사(形容詞),5
117,掛かる,かかる,걸리다,,동사(動詞),5
118,鉛筆,えんぴつ,연필,,명사(名詞),5
119,丈夫な,じょうぶな,튼튼한,,형용사(形容詞),5
120,馬,うま,말,,명사(名詞),5
121,泳ぐ,およぐ,수영하다,,동사(動詞),5
122,秋,あき,가을,,명사(名詞),5
123,左,ひだり,왼(쪽),,관형사(冠形詞),5
124,吸う,すう,"들이마시다, 피우다",,동사(動詞),5
125,留学生,りゅうがくせい,유학생,,명사(名詞),5
126,書く,かく,쓰다,,동사(動詞),5
127,高校,こうこう,고교 (고등학교),,명사(名詞),5
128,狭い,せまい,좁다,,형용사(形容詞),5
129,コップ,,컵,,명사(名詞),5
130,読む,よむ,읽다,,동사(動詞),5
131,休む,やすむ,쉬다,,동사(動詞),5
132,待つ,まつ,기다리다,,동사(動詞),5
133,お母さん,おかあさん,어머니,,명사(名詞),5
134,十,じゅう,십,,수사(数詞),5
135,台所,だいどころ,부엌,,명사(名詞),5
136,会う,あう,만나다,,동사(動詞),5
137,南,みなみ,남,,명사(名詞),5
138,飛行機,ひこうき,비행기,,명사(名詞),5
139,写真,しゃしん,사진,,명사(名詞),5
140,前,まえ,앞,,명사(名詞),5
141,作る,つくる,만들다,,동사(動詞),5
142,ご飯,ごはん,밥,,명사(名詞),5
143,聞く,きく,듣다,,동사(動詞),5
144,白い,しろい,하얗다,,형용사(形容詞),5
145,絵,え,그림,,명사(名詞),5
146,ドア,,문,,명사(名詞),5
147,同じ,おなじ,같다,,형용동사(形容動詞),5
148,上,うえ,위 (방향),,명사(名詞),5
149,靴下,くつした,양말,,명사(名詞),5
150,レストラン,,"레스토랑, 식당",,명사(名詞),5
151,雪,ゆき,눈,,명사(名詞),5
152,公園,こうえん,공원,,명사(名詞),5
153,大変,たいへん,"굉장히, 몹시",,부사(副詞),5
154,セーター,,스웨터,,명사(名詞),5
155,父,ちち,아빠,,명사(名詞),5
156,買い物,かいもの,장보기,,명사(名詞),5
157,お金,おかね,돈,,명사(名詞),5
158,ナイフ,,칼,,명사(名詞),5
159,短い,みじかい,짧다,,형용사(形容詞),5
160,外,そと,"밖, 바깥",,명사(名詞),5
161,眼鏡,めがね,안경,,명사(名詞),5
162,国,くに,나라,,명사(名詞),5
163,知る,しる,알다,,동사(動詞),5
164,安い,やすい,싸다,,형용사(形容詞),5
165,青い,あおい,파랗다,,형용사(形容詞),5
166,教える,おしえる,가르치다,,동사(動詞),5
167,木,き,나무,,명사(名詞),5
168,痛い,いたい,아프다,,형용사(形容詞),5
169,電車,でんしゃ,전차(전철),,명사(名詞),5
170,重い,おもい,무겁다,,형용사(形容詞),5
171,行く,いく,가다,,동사(動詞),5
172,子供,こども,아이,,명사(名詞),5
173,切符,きっぷ,표,,명사(名詞),5
174,私,わたし,"나, 저",,명사(名詞),5
175,散歩,さんぽ,산책,,명사(名詞),5
176,雨,あめ,비,,명사(名詞),5
177,椅子,いす,의자,,명사(名詞),5
178,食堂,しょくどう,식당,,명사(名詞),5
179,軽い,かるい,가볍다,,형용사(形容詞),5
180,果物,くだもの,과일,,명사(名詞),5
181,忙しい,いそがしい,바쁘다,,형용사(形容詞),5
182,出る,でる,나가다,,동사(動詞),5
183,車,くるま,차,,명사(名詞),5
184,小学生,しょうがくせい,초등학생,,명사(名詞),5
185,近い,ちかい,가깝다,,형용사(形容詞),5
186,足,あし,발,,명사(名詞),5
187,朝,あさ,아침,,명사(名詞),5
188,ネクタイ,,넥타이,,명사(名詞),5
189,花,はな,꽃,,명사(名詞),5
190,結婚,けっこん,결혼,,명사(名詞),5
191,顔,かお,얼굴,,명사(名詞),5
192,東,ひがし,동,,명사(名詞),5
193,天気,てんき,날씨,,명사(名詞),5
194,"2位",にい,"2위",,명사(名詞),5
195,上手,じょうず,능숙함,,명사(名詞),5
196,冬,ふゆ,겨울,,명사(名詞),5
197,遠い,とおい,멀다,,형용사(形容詞),5
198,少ない,すくない,적다,,형용사(形容詞),5
199,辛い,からい,맵다,,형용사(形容詞),5
200,美味しい,おいしい,맛있다,,형용사(形容詞),5
201,駅,えき,역,,명사(名詞),5
202,何時,なんじ,몇시,,명사(名詞),5
203,長い,ながい,길다,,형용사(形容詞),5
204,売る,うる,팔다,,동사(動詞),5
205,困る,こまる,곤란하다,,동사(動詞),5
206,時々,ときどき,"때때로, 가끔씩",,부사(副詞),5
207,建物,たてもの,건물,,명사(名詞),5
208,誕生日,たんじょうび,생일 (탄생일),,명사(名詞),5
209,医者,いしゃ,의사,,명사(名詞),5
210,ばか,,바보,,명사(名詞),5
211,先に,さきに,먼저,,명사(名詞),5
212,難しい,むずかしい,어렵다,,형용사(形容詞),5
213,ビール,,맥주,,명사(名詞),5
214,シャワー,,샤워,,명사(名詞),5
215,鳥,とり,새,,명사(名詞),5
216,嫌い,きらい,싫다,,형용사(形容詞),5
217,窓,まど,창문,,명사(名詞),5
218,強い,つよい,강하다,,형용사(形容詞),5
219,頭,あたま,머리,,명사(名詞),5
220,見せる,みせる,보여주다,,동사(動詞),5
221,毎月,まいつき,매월,,명사(名詞),5
222,妹,いもうと,여동생,,명사(名詞),5
223,スプーン,,숟가락,,명사(名詞),5
224,鍵,かぎ,열쇠,,명사(名詞),5
225,歌う,うたう,노래하다,,동사(動詞),5
226,町,まち,마을,,명사(名詞),5
227,見る,みる,보다,,동사(動詞),5
228,呼ぶ,よぶ,부르다,,동사(動詞),5
229,お父さん,おとうさん,아버지,,명사(名詞),5
230,声,こえ,목소리,,명사(名詞),5
231,毎年,まいとし,매년,,명사(名詞),5
232,高校生,こうこうせい,고교생 (고등학생),,명사(名詞),5
233,カレンダー,,달력,,명사(名詞),5
234,牛乳,ぎゅうにゅう,우유,,명사(名詞),5
235,後ろ,うしろ,뒤,,명사(名詞),5
236,地下鉄,ちかてつ,지하철,,명사(名詞),5
237,開ける,あける,열다,,동사(動詞),5
238,体,からだ,몸,,명사(名詞),5
239,出す,だす,내다 (꺼내다),,동사(動詞),5
240,料理,りょうり,요리,,명사(名詞),5
241,死ぬ,しぬ,죽다,,동사(動詞),5
242,座る,すわる,앉다,,동사(動詞),5
243,大学生,だいがくせい,대학생,,명사(名詞),5
244,乗る,のる,타다,,동사(動詞),5
245,兄弟,きょうだい,형제,,명사(名詞),5
246,目,め,눈,,명사(名詞),5
247,暗い,くらい,어둡다,,형용사(形容詞),5
248,八百屋,やおや,야채가게,,명사(名詞),5
249,女,おんな,여자,,명사(名詞),5
250,意味,いみ,의미,,명사(名詞),5
251,下げる,さげる,내리다,,동사(動詞),5
252,先月,せんげつ,지난달,,명사(名詞),5
253,店,みせ,가게,,명사(名詞),5
254,可愛い,かわいい,귀엽다,,형용사(形容詞),5
255,大学,だいがく,대학,,명사(名詞),5
256,空,そら,하늘,,명사(名詞),5
258,来月,らいげつ,다음달,,명사(名詞),5
259,男,おとこ,남자,,명사(名詞),5
260,図書館,としょかん,도서관,,명사(名詞),5
261,漢字,かんじ,한자,,명사(名詞),5
262,今晩,こんばん,오늘밤,,명사(名詞),5
263,消す,けす,끄다,,동사(動詞),5
264,百,ひゃく,백,,수사(数詞),5
265,ペン,,펜,,명사(名詞),5
266,姉,あね,누나,,명사(名詞),5
267,中,なか,가운데,,명사(名詞),5
268,猫,ねこ,고양이,,명사(名詞),5
269,汚い,きたない,더럽다,,형용사(形容詞),5
270,借りる,かりる,빌리다,,동사(動詞),5
271,アパート,,아파트,,명사(名詞),5
272,テーブル,,테이블,,명사(名詞),5
273,円,えん,엔 (엔화),,명사(名詞),5
274,名前,なまえ,이름,,명사(名詞),5
275,起きる,おきる,일어나다,,동사(動詞),5
276,上げる,あげる,올리다,,동사(動詞),5
277,ホテル,,호텔,,명사(名詞),5
278,コピー,,복사,,명사(名詞),5
279,牛,うし,소,,명사(名詞),5
280,卵,たまご,계란,,명사(名詞),5
281,会社,かいしゃ,회사,,명사(名詞),5
282,人,ひと,사람,,명사(名詞),5
283,タクシー,,택시,,명사(名詞),5
284,作文,さくぶん,작문,,명사(名詞),5
285,古い,ふるい,오래되다,,형용사(形容詞),5
286,誰,だれ,누구,,대명사(代名詞),5
287,色,いろ,색,,명사(名詞),5
288,池,いけ,연못,,명사(名詞),5
289,薬,くすり,약,,명사(名詞),5
290,耳,みみ,귀,,명사(名詞),5
291,入れる,いれる,넣다,,동사(動詞),5
292,今日,きょう,오늘,,명사(名詞),5
293,毎日,まいにち,매일,,명사(名詞),5
294,上がる,あがる,오르다,,동사(動詞),5
295,トイレ,,화장실,,명사(名詞),5
297,下,した,아래(방향),,명사(名詞),5
298,答え,こたえ,"대답, 해답",,명사(名詞),4
299,帰る,かえる,"돌아가다, 돌아오다",,동사(動詞),4
300,焼く,やく,굽다 (불에),,동사(動詞),4
301,お祭り,おまつり,축제,,명사(名詞),4
302,一般的,いっぱんてき,일반적,,형용동사(形容動詞),4
303,とても,,매우,,부사(副詞),4
304,記者,きしゃ,기자 (신문 등),,명사(名詞),4
305,遊び,あそび,놀다,,동사(動詞),4
306,𠮟る,しかる,혼내다,,동사(動詞),4
307,複雑な,ふくざつな,복잡한,,형용동사(形容動詞),4
308,急行,きゅうこう,급행 (열차),,명사(名詞),4
309,羽,はね,날개,,명사(名詞),4
310,お姉さん,おねえさん,"누나, 누님",,명사(名詞),4
311,拾う,ひろう,줍다,,동사(動詞),4
312,元気,げんき,"원기, 기력",,명사(名詞),4
313,減らす,へらす,줄이다,,동사(動詞),4
314,辞典,じてん,사전,,명사(名詞),4
315,飲む,のむ,마시다,,동사(動詞),4
316,三角形,さんかくけい,삼각형,,명사(名詞),4
318,招待,しょうたい,초대,,명사(名詞),4
319,ひげ,,수염,,명사(名詞),4
320,郵便局,ゆうびんきょく,우체국,,명사(名詞),4
321,奥さん,おくさん,(남의)부인,,명사(名詞),4
322,それから,,그 다음에,,부사(副詞),4
323,洋服,ようふく,양복,,명사(名詞),4
324,夕飯,ゆうはん,저녁밥,,명사(名詞),4
325,星,ほし,별,,명사(名詞),4
326,市民,しみん,시민,,명사(名詞),4
327,管理,かんり,관리,,명사(名詞),4
328,貼る,はる,붙이다,,동사(動詞),4
329,別れる,わかれる,헤어지다,,동사(動詞),4
330,腕,うで,"팔, (팔=실력, 기술)",,명사(名詞),4
331,無くす,なくす,"잃다, 없애다",,동사(動詞),4
332,空間,くうかん,공간,,명사(名詞),4
333,皆さん,みなさん,여러분,,명사(名詞),4
334,祖父,そふ,조부 (할아버지),,명사(名詞),4
335,弾く,ひく,치다 (악기),,동사(動詞),4
336,例えば,たとえば,예를들면,,부사(副詞),4
337,だから,,그러니까,,부사(副詞),4
338,曲がる,まがる,(길을) 돌다,,동사(動詞),4
339,予習,よしゅう,예습,,명사(名詞),4
340,先週,せんしゅう,지난주,,명사(名詞),4
341,宿泊,しゅくはく,숙박,,명사(名詞),4
342,掛ける,かける,걸다,,동사(動詞),4
343,苦い,にがい,쓰다,,형용사(形容詞),4
344,決まる,きまる,결정되다,,동사(動詞),4
345,九日,ここのか,"9일",,수사(数詞),4
346,預かる,あずかる,"맡다, 보관하다",,동사(動詞),4
347,失礼,しつれい,실례,,명사(名詞),4
348,八日,ようか,"8일",,수사(数詞),4
349,案内,あんない,안내,,명사(名詞),4
350,笑顔,えがお,웃는 얼굴,,명사(名詞),4
351,乗り換え,のりかえ,갈아타다,,동사(動詞),4
352,喉,のど,목구멍,,명사(名詞),4
353,美しい,うつくしい,아름답다,,형용동사(形容動詞),4
354,海岸,かいがん,해안,,명사(名詞),4
355,砂,すな,모래,,명사(名詞),4
356,一限,いちげん,"1교시",,명사(名詞),4
357,変える,かえる,바꾸다,,동사(動詞),4
358,紅茶,こうちゃ,홍차,,명사(名詞),4
359,戸,と,"대문, 문짝",,명사(名詞),4
360,返事,へんじ,대답,,명사(名詞),4
361,時代,じだい,시대,,명사(名詞),4
362,"固い, 堅い",かたい,딱딱하다,,형용사(形容詞),4
363,原因,げんいん,원인,,명사(名詞),4
364,零,れい,"0 (숫자)",,수사(数詞),4
365,金額,きんがく,금액,,명사(名詞),4
366,ぶどう,,포도,,명사(名詞),4
367,冷たい,つめたい,차갑다,,형용사(形容詞),4
368,大事な,だいじな,소중한,,형용동사(形容動詞),4
369,国産,こくさん,국산,,명사(名詞),4
370,従う,したがう,따르다,,동사(動詞),4
371,沸かす,わかす,끓이다,,동사(動詞),4
372,毎晩,まいばん,매일밤,,명사(名詞),4
373,期間,きかん,기간,,명사(名詞),4
374,上着,うわぎ,상의 (윗도리),,명사(名詞),4
375,曇る,くもる,흐리다,,형용동사(形容動詞),4
376,家庭,かてい,가정,,명사(名詞),4
377,習慣,しゅうかん,습관,,명사(名詞),4
378,近道,ちかみち,언덕길,,명사(名詞),4
379,髪の毛,かみのけ,머리카락,,명사(名詞),4
380,逃げる,にげる,도망치다,,동사(動詞),4
381,何故,なぜ,어째서,,부사(副詞),4
382,閉める,しめる,닫다,,동사(動詞),4
383,言葉,ことば,"말, 언어",,명사(名詞),4
384,止める,とめる,멈추다,,동사(動詞),4
386,本棚,ほんだな,책장,,명사(名詞),4
387,閉じる,とじる,닫다,,동사(動詞),4
388,居る,いる,있다,,동사(動詞),4
389,成分,せいぶん,성분,,명사(名詞),4
390,見つかる,みつかる,발견되다,,동사(動詞),4
391,生徒,せいと,생도 (학생),,명사(名詞),4
392,お兄さん,おにいさん,"형, 형님",,명사(名詞),4
393,外国人,がいこくじん,외국인,,명사(名詞),4
394,喜ぶ,よろこぶ,기뻐하다.,,동사(動詞),4
395,旅行,りょこう,여행,,명사(名詞),4
396,滑る,すべる,미끄러지다,,동사(動詞),4
397,森,もり,"숲, 삼림",,명사(名詞),4
398,科学,かがく,과학,,명사(名詞),4
399,都会,とかい,도시,,명사(名詞),4
400,不味い,まずい,맛없다,,형용사(形容詞),4
402,後,あと,"뒤, 후방",,명사(名詞),4
403,包む,つつむ,"싸다, 포장하다",,동사(動詞),4
404,守る,まもる,지키다,,동사(動詞),4
405,経済,けいざい,경제,,명사(名詞),4
406,かなり,,"제법, 상당히",,부사(副詞),4
407,引く,ひく,"당기다, 끌다",,동사(動詞),4
408,棚,だな,선반,,명사(名詞),4
409,運転,うんてん,운전,,명사(名詞),4
410,専門,せんもん,전문,,명사(名詞),4
411,発達,はったつ,발달,,명사(名詞),4
412,打つ,うつ,치다,,동사(動詞),4
413,出発,しゅっぱつ,출발,,명사(名詞),4
414,"90年代",きゅうじゅうねんだい,"90년대",,명사(名詞),4
415,瘦せる,やせる,살이빠지다,,동사(動詞),4
416,着る,きる,옷을 입다,,동사(動詞),4
417,そのまま,,그대로,,부사(副詞),4
418,渡す,わたす,건네주다,,동사(動詞),4
419,眠る,ねむる,잠자다,,동사(動詞),4
420,橋,はし,다리,,명사(名詞),4
421,米,こめ,쌀,,명사(名詞),4
422,どれ,,어느 것,,대명사(代名詞),4
423,御免下さい,ごめんください,계세요?,,인사 표현,4
424,手続き,てつづき,"수속, 절차",,명사(名詞),4
425,七日,なのか,"7일",,수사(数詞),4
426,落とす,おとす,떨어뜨리다,,동사(動詞),4
427,氷,こおり,얼음,,명사(名詞),4
428,壁,かべ,벽,,명사(名詞),4
429,表示,ひょうじ,표시,,명사(名詞),4
430,驚く,おどろく,놀라다,,동사(動詞),4
431,梅雨,つゆ,장마,,명사(名詞),4
432,覚える,おぼえる,"기억하다, 외우다",,동사(動詞),4
433,背中,せなか,등,,명사(名詞),4
434,若い,わかい,젊다,,형용사(形容詞),4
435,両方,りょうほう,양방,,명사(名詞),4
436,口,くち,입,,명사(名詞),4
437,足す,たす,더하다 (덧셈할때),,동사(動詞),4
438,集める,あつめる,모으다,,동사(動詞),4
439,一所懸命,いっしょけんめい,진짜 최고로 열심히,,부사(副詞),4
440,日曜日,にちようび,일요일,,명사(名詞),4
441,試合,しあい,시합,,명사(名詞),4
442,入国,にゅうこく,입국,,명사(名詞),4
443,半分,はんぶん,절반,,명사(名詞),4
444,空気,くうき,공기,,명사(名詞),4
445,区役所,くやくしょ,구청,,명사(名詞),4
446,場合,ばあい,경우,,명사(名詞),4
447,申し込む,もうしこむ,"신청, 접수하다",,동사(動詞),4
448,万年筆,まんねんひつ,만년필,,명사(名詞),4
449,工業,こうぎょう,공업,,명사(名詞),4
450,行動,こうどう,행동,,명사(名詞),4
451,経験,けいけん,경험,,명사(名詞),4
452,世界,せかい,세계,,명사(名詞),4
453,確かに,たしかに,확실히,,명사(名詞),4
454,晴れ,はれ,맑음,,명사(名詞),4
455,どなた,,누구 (의 높임말),,대명사(代名詞),4
456,葉,は,"잎 (나무, 꽃 등)",,명사(名詞),4
457,明日,あした,내일,,명사(名詞),4
458,彼ら,かれら,그들,,대명사(代名詞),4
459,汽車,きしゃ,기차,,명사(名詞),4
460,お陰で,おかげで,덕분에,,접속어,4
461,牛肉,ぎゅうにく,소고기,,명사(名詞),4
462,外す,はずす,"떼다, 벗다",,동사(動詞),4
464,深い,ふかい,"깊다 (밤, 물, 맛 등)",,형용사(形容詞),4
465,大勢,おおぜい,"여럿, 많은 사람",,명사(名詞),4
466,箱,はこ,상자,,명사(名詞),4
467,色々,いろいろ,여러가지,,부사(副詞),4
468,外部,がいぶ,외부,,명사(名詞),4
469,未満,みまん,미만,,명사(名詞),4
470,磨く,みがく,닦다,,동사(動詞),4
471,歴史,れきし,역사,,명사(名詞),4
473,毎朝,まいあさ,매일아침,,명사(名詞),4
474,育てる,そだてる,"기르다, 키우다",,동사(動詞),4
475,地図,ちず,지도,,명사(名詞),4
476,準備,じゅんび,준비,,명사(名詞),4
477,特急,とっきゅう,특급 (열차),,명사(名詞),4
478,国民,こくみん,국민,,명사(名詞),4
479,失敗,しっぱい,실패,,명사(名詞),4
480,甘い,あまい,달다,,동사(動詞),4
481,願う,ねがう,바라다,,동사(動詞),4
